scientific_name,institutionCode,eventDate,year,locality,keep_omit,recordNumber,decimalLatitude,decimalLongitude,recordedBy_simple,recordedBy,current_name
Chrysolepis sempervirens,MNHN,5/22/1961,1961,,keep,,37.66576,-119.65461,"de Retz, B.","Retz;de, B.",Chrysolepis sempervirens
Myriopteris gracillima,PH,6/27/1908,1908,Yosemite on the trail near Vernal Falls,keep,s.n.,37.728757,-119.546206,"Heller, Amos Arthur",A. A. Heller,Myriopteris gracillima
Abies concolor,MNHN,5/22/1961,1961,,keep,,37.65723,-119.68971,"de Retz, B.","Retz;de, B.",Abies concolor
Iris hartwegii,MNHN,5/22/1961,1961,,keep,,37.71587,-119.69193,"de Retz, B.","Retz;de, B.",Iris hartwegii
Iris hartwegii,MNHN,5/22/1961,1961,,keep,,37.80515,-119.56828,"de Retz, B.","Retz;de, B.",Iris hartwegii
Draperia systyla,MTMG,1872-08-19,1872,,keep,,37.7,-119.5,"Redfield, John H.",Redfield JH,Draperia systyla
Carex fracta,MICH,7/31/1987,1987,"Yosemite National Park, off road exiting Yosemite Valley, about where Bridalveil Creek flows into Merced River.",keep,830,37.719722,-119.653889,"Tallent, Raymond",Raymond Tallent,Carex fracta
Carex multicostata,MICH,7/31/1987,1987,"Yosemite National Park, western part of Tuolumne Meadows, N of Tioga Road.",keep,837,37.875,-119.4,"Tallent, Raymond",Raymond Tallent,Carex multicostata
Carex sartwelliana,MICH,7/31/1987,1987,"Yosemite National Park, 5 miles into park from gas station.",keep,833,37.733056,-119.755833,"Tallent, Raymond",Raymond Tallent,Carex sartwelliana
Carex feta,MICH,7/31/1987,1987,"Yosemite National Park, off road exiting Yosemite Valley, about where Bridalveil Creek flows into Merced River.",keep,831,37.719722,-119.653889,"Tallent, Raymond",Raymond Tallent,Carex feta
Carex bolanderi,MICH,7/31/1987,1987,"Damp gully above Big Oak Flat Road, 5 miles into Park from gas station",keep,834,37.733056,-119.755833,"Tallent, Raymond",Raymond Tallent,Carex bolanderi
Carex subfusca,MICH,7/31/1987,1987,"Yosemite National Park. Western part of Tuolumne Meadows, N of Tioga Road.",keep,835,37.875,-119.4,"Tallent, Raymond",Raymond Tallent,Carex subfusca
Carex stipata,MICH,7/31/1987,1987,"Yosemite National Park. Wet area off road exiting Yosemite Valley, about where Bridalveil Creek flows into Merced River.",keep,832,37.719722,-119.653889,"Tallent, Raymond",Raymond Tallent,Carex stipata
Carex whitneyi,MTMG,7/8/1940,1940,,keep,,37.8,-119.5,"Clausen, Robert T.",R.T. Clausen; H. Trapido,Carex whitneyi
Carex pellita,MTMG,7/8/1940,1940,,keep,,37.8,-119.5,"Clausen, Robert T.",R.T. Clausen; H. Trapido,Carex pellita
Carex filifolia,MTMG,7/7/1940,1940,,keep,,37.8,-119.5,"Clausen, Robert T.",R.T. Clausen; H. Trapido,Carex filifolia
Carex fissuricola,MTMG,7/8/1940,1940,,keep,,37.8,-119.5,"Clausen, Robert T.",R.T. Clausen; H. Trapido,Carex fissuricola
Carex deflexa,MTMG,7/7/1940,1940,,keep,,37.8,-119.5,"Clausen, Robert T.",R.T. Clausen; H. Trapido,Carex deflexa
Carex abrupta,MTMG,7/8/1940,1940,,keep,,37.8,-119.5,"Clausen, Robert T.",R.T. Clausen; H. Trapido,Carex abrupta
Chamaebatia foliolosa,TTC,5/25/1969,1969,"Toulumne, yosemite national park",keep,162,37.848325,-119.556977,"Aduan, R. P.",R.P. Aduan,Chamaebatia foliolosa
Arceuthobium campylopodum,ASC,8/10/2008,2008,16.5 km E. of Crane Junction on Tioga Pass Road,keep,2008-18,37.828611,-119.701944,"Mathiasen, R. L. ",R.L. Mathiasen,Arceuthobium campylopodum
Arceuthobium campylopodum,ASC,8/10/2008,2008,9.1 km E. of Crane Junction on Tioga Pass Road,keep,2008-19,37.777778,-119.748889,"Mathiasen, R. L. ",R.L. Mathiasen,Arceuthobium campylopodum
Gentianopsis holopetala,UConn,1924-07,1924,Yosemite National Park,keep,,37.85,-119.56777,"Harwood, R. D.",R.D. Harwood,Gentianopsis holopetala
Carex abrupta,MICH,7/31/1987,1987,"Yosemite National park, Western part of Tuolomne Meadows, N of Tioga Road",keep,836,37.875,-119.4,"Tallent, Raymond",R. Tallent,Carex abrupta
Myrica hartwegii,USF,7/11/1936,1936,Big Creek; tributary of S Fork of Merced River; ca. Wawona.,keep,11209,37.5333,-119.65,"Mason, R. F.",R. F. Mason,Myrica hartwegii
Lupinus sellulus,NY,7/28/1939,1939,Red Peak.,x,4202,37.653725,-119.409495,"Hoover, Robert F.",R. F. Hoover,Lupinus sellulus
Lupinus meionanthus,NY,7/28/1939,1939,Red Peak.,x,4189,37.653725,-119.409495,"Hoover, Robert F.",R. F. Hoover,Lupinus meionanthus
Erigeron barbellulatus,NY,7/28/1939,1939,Red Peak,x,4194,37.653725,-119.409495,"Hoover, Robert F.",R. F. Hoover,Erigeron barbellulatus
Rhododendron occidentale,AMU,6/24/1970,1970,,keep,,37.7302,-119.5741,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Rhododendron occidentale
Cystopteris fragilis,USF,7/10/1907,1907,Yosemite Valley.,keep,545,37.85,-119.567,"Ware, Robert A.",R. A. Ware,Cystopteris fragilis
Quercus chrysolepis,AMU,6/26/1970,1970,,keep,,37.85,-119.55,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Quercus chrysolepis
Aspidotis californica,PH,7/11/1907,1907,Yosemite Valley,keep,500,37.740665,-119.595485,"Ware, Robert A.",R. A. W.,Aspidotis californica
Rhododendron occidentale,AMU,6/24/1970,1970,,keep,,37.7302,-119.5741,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Rhododendron occidentale
Calocedrus decurrens,AMU,6/26/1970,1970,,keep,,37.7345,-119.5751,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Calocedrus decurrens
Pyrola minor,CM,7/14/1990,1990,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Phelps, V.","Phelps, V.",Pyrola minor
Arctostaphylos viscida,AMU,6/25/1970,1970,,keep,,37.7302,-119.5741,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Arctostaphylos viscida
Clarkia purpurea,CM,7/14/1990,1990,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Phelps, V.","Phelps, V.",Clarkia purpurea
Pentagramma triangularis,RBCM,4/13/1962,1962,,keep,508,37.734167,-119.636667,"Barclay, Paul",Paul Barclay,Pentagramma triangularis
Aspidotis californica,RBCM,4/13/1962,1962,Yosemite Park; El Capitan: near El Capitan,keep,510,37.733333,-119.636667,"Barclay, Paul",Paul Barclay,Aspidotis californica
Ceanothus integerrimus,AMU,6/25/1970,1970,,keep,,37.8651,-119.5383,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Ceanothus integerrimus
Chrysolepis sempervirens,AMU,6/25/1970,1970,,keep,,37.9351,-119.5257,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Chrysolepis sempervirens
Ceanothus integerrimus,AMU,6/25/1970,1970,,keep,,37.8651,-119.5383,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Ceanothus integerrimus
Quercus agrifolia,AMU,6/26/1970,1970,,keep,,37.85,-119.55,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",NA
Chrysolepis sempervirens,AMU,6/25/1970,1970,,keep,,37.9351,-119.5257,"Weber, Wallace A.","Weber W. A., Bujakiewicz A.",Chrysolepis sempervirens
Ipomopsis aggregata,ASC,8/6/1940,1940,"Yosemite National Park, Sierra Nevada, Snow Flat near Tioga Pass",keep,s.n.,37.824924,-119.50044,"Templeton, Bonnie C.",B. C. Templeton,Ipomopsis aggregata
Anaphalis margaritacea,ASC,8/6/1940,1940,"Porcupine Flat, Yosemite Nat Park",keep,s.n.,37.8061,-119.5655,"Templeton, Bonnie C.",B. C. Templeton,Anaphalis margaritacea
Abies concolor,CINC,11/26/1915,1915,"Near Glacier Point, Yosemite National Park; 37.848325 -119.556977",keep,s.n.,37.848325,-119.556977,"Braun, E. Lucy","Braun, E. Lucy",Abies concolor
Abies concolor,CINC,11/26/1915,1915,"Near Glacier Point, Yosemite National Park; 37.848325 -119.556977",keep,,37.848325,-119.556977,"Braun, E. Lucy","Braun, E. Lucy",Abies concolor
Dryopteris arguta,BDI,1882,1882,Yosemite,keep,,37.749644,-119.595563,"Parry, Emily R.","Parry, Emily R.",Dryopteris arguta
Angelica capitellata,UTEP,8/2/1965,1965,"Yosemite National Park, Tioga Pass",keep,MVH 3,37.907042,-119.259046,"Hood, Mary V.",Collector(s): Mary V. Hood,Angelica capitellata
Arctostaphylos patula,UTEP,3/26/1947,1947,"Chinquapin, Yosemite National Park",keep,47068,37.652224,-119.703515,unknown,Collector(s): unknown,Arctostaphylos patula
Adenocaulon bicolor,UTEP,9/30/1937,1937,"Yosemite National Park, Tuolomne Grove",keep,37714,37.770787,-119.807281,unknown,Collector(s): unknown,Adenocaulon bicolor
Antennaria microphylla,UTEP,1902-07-01/1902-07-31,1902,"Yosemite National Park, Yosemite Creek and Indian Canyon to Porcupine Flat",keep,3477,37.791859,-119.578142,unknown,Collector(s): unknown,Antennaria microphylla
Penstemon laetus,UTEP,7/10/1993,1993,Tuolomne Meadows Road at Yosemite Creek,keep,,37.851993,-119.575272,"Freeman, Charles Edward",Collector(s): Charles Edward Freeman,Penstemon laetus
Digitalis purpurea,UTEP,6/20/1958,1958,"near Yosemite National Park, Mariposa Grove",keep,,37.515215,-119.604041,"Roos, John C.",Collector(s): John C. Roos,Digitalis purpurea
Perideridia parishii,UTEP,8/5/1956,1956,"Yosemite National Park, along Creek near Tamarack Flat Campground",keep,RJR 6103,37.752623,-119.735189,"Rodin, Robert J.",Collector(s): Robert J. Rodin,Perideridia parishii
Abies concolor,UTEP,10/10/1981,1981,"Yosemite National Park, State Highway 41, 3.9 miles S of junction with Glacier Point Road",keep,FCV 811010-4,37.615915,-119.688974,"Vasek, Frank C.",Collector(s): Frank C. Vasek,Abies concolor
Monardella odoratissima,UTEP,8/5/1956,1956,"Yosemite National Park, along Creek near Tamarack Flat Campground",keep,RJR 6105,37.752623,-119.735189,"Rodin, Robert J.",Collector(s): Robert J. Rodin,Monardella odoratissima
Dryopteris arguta,BDI,1881-06,1881,Yosemite,keep,,37.749644,-119.595563,"Parry, Charles Christopher","Parry, C.C.",Dryopteris arguta
Myriopteris gracillima,CHAS,1873-06-24,1873,"Yosemite National Park, Nevada Falls",keep,EEA-1410,37.725204,-119.533772,"Atwater, Elizabeth Emerson",Collector(s): Elizabeth Emerson Atwater,Myriopteris gracillima
Pellaea mucronata,CHAS,1873-06-24,1873,"Yosemite National Park, Nevada Falls",keep,EEA-1409,37.725204,-119.533772,"Atwater, Elizabeth Emerson",Collector(s): Elizabeth Emerson Atwater,Pellaea mucronata
Aspidotis densa,CHAS,1873-06-24,1873,"Yosemite National Park, Nevada Falls",keep,EEA-1404,37.725204,-119.533772,"Atwater, Elizabeth Emerson",Collector(s): Elizabeth Emerson Atwater,Aspidotis densa
Polystichum munitum,BDI,1881,1881,Yosemite,keep,,37.748019,-119.595725,"Parry, Charles Christopher","Parry, C.C.",Polystichum imbricans
Juncus parryi,ASU,8/26/1960,1960,"Yosemite National Park, around Tenaya Lake, along Tivga Road",keep,5507,37.833975,-119.464102,"Glassman, S. F.",S.F. Glassman,Juncus parryi
Calocedrus decurrens,TTC,8/17/1969,1969,"Rte. 41, 0.9 mi N of Yosemite National Park S entrance",keep,2055,37.861374,-119.556977,"Cooke, John C.","Cooke, Pinkava, Keil, Weber",Calocedrus decurrens
Ephedra viridis,ASU,,NA,Yosemite National Park,keep,,37.85,-119.5667,"Weatherwax, P.",P. Weatherwax,NA
Calocedrus decurrens,MVSC,7/28/2019,2019,,keep,2333,37.726247,-119.57853,"Hardy, Christopher R.",Christopher R. Hardy,Calocedrus decurrens
Geranium dissectum,MA,5/5/1954,1954,"San Francisco Co., SW part of Lake Merced",x,,37.73,-119.4,"Raven, Peter H.",P. Raven,Geranium dissectum
Apocynum androsaemifolium,F,1921-07,1921,"Yosemite National Park, Tuolumne Meadows, Soda Springs, Cliff Creek",keep,,37.878814,-119.365454,"Smith, P. E.",P. E. Smith,Apocynum androsaemifolium
Abies concolor,UCB,9/11/1913,1913,"Illilouette Trail Yosemite, Illilouette Trail",keep,,37.6867,-119.5499157,"Jepson, Willis L.",Willis Linn Jepson,Abies concolor
Abies concolor,CalBG,,NA,"Sierra Nevada Mountains, Yosemite National Park, California Highway 41, 20 mi N of Westfall Ranger Station and 3 mi S of Chinquapin Junction to Glacier Point",keep,,37.62417,-119.6889,"Clarke, Oscar F.",Oscar F. Clarke,Abies concolor
Abies concolor,UCB,,NA,"Sierra Nevada Mountains, Yosemite National Park, Highway 41, 14.5 mi N of Westfall Ranger Station and 8.2 mi S of Chinquapin Junction to Glacier Point",keep,,37.58056,-119.6806,"Clarke, Oscar F.",Oscar F. Clarke,Abies concolor
Calocedrus decurrens,UCB,7/29/1909,1909,"Hetch-Hetchy, Yosemite",keep,,37.94284,-119.7835,"Jepson, Willis L.",Willis Linn Jepson,Calocedrus decurrens
Abies concolor,UCDAVIS,,NA,"Sierra Nevada Mountains, Yosemite National Park, California Highway 41, 20 mi N of Westfall Ranger Station and 3 mi S of Chinquapin Junction to Glacier Point",keep,,37.62417,-119.6889,"Clarke, Oscar F.",Oscar F. Clarke,Abies concolor
Abies concolor,UCB,9/11/1913,1913,Illilouette Trail Yosemite,keep,,37.6867,-119.5499157,"Jepson, Willis L.",Willis Linn Jepson,Abies concolor
Abies concolor,ASU,7/23/1976,1976,"Yosemite National Park, Sierra Nevada Mountains, California Highway 41, 14.5 mi N of W Ranger Station and 8.2 mi S of Chinquapin Junction to Glacier Point",keep,,37.58056,-119.6806,"Clarke, Oscar F.",Oscar F. Clarke,Abies concolor
Abies concolor,UCB,7/25/1909,1909,Trail overlooking Hetch-Hetchy,keep,,37.9616685,-119.756291,"Jepson, Willis L.",Willis Linn Jepson,Abies concolor
Abies concolor,UCI,,NA,"Yosemite National Park, California Highway 41, 20 mi N of W Ranger Station and 3 mi S of Chinquapin Junction to Glacier Point Sierra Nevada Mountains",keep,,37.62417,-119.6889,"Clarke, Oscar F.",Oscar F. Clarke,Abies concolor
Abies concolor,UCB,7/23/1976,1976,Mariposa,x,,37.5806,-119.681,"Clarke, Oscar F.",O. F. Clarke,Abies concolor
Pinus contorta,UCB,7/16/1909,1909,"Mountain Lyell, NE Madera County Mountain Lyell",keep,,37.739143,-119.2729979,"Jepson, Willis L.",Willis Linn Jepson,Pinus contorta
Abies concolor,USU,7/23/1976,1976,Yosemite National Park; Sierra Nevada Mtns: Ca Hwy 41 ca. 14.5 miles north of Westfall Ranger Station and 8.2 miles south of Chinquapin Junction to Glacier Point.,keep,760723-09,37.580556,-119.680556,"Clarke, Oscar F.",O. F. Clarke,Abies concolor
Abies concolor,UCB,9/11/1913,1913,"Illilouette Trail Yosemite, Illilouette Trail",keep,,37.6867,-119.5499157,"Jepson, Willis L.",Willis Linn Jepson,Abies concolor
Pseudotsuga menziesii,UCB,1889-07-01,1889,Near Woodville,x,,37.7116,-119.5797,unknown,NO DISPONIBLE,Pseudotsuga menziesii
Abies concolor,UCB,9/11/1913,1913,"Illilouette Trail Yosemite, Illilouette Trail",keep,,37.6869,-119.5482,"Jepson, Willis L.",Willis Linn Jepson,Abies concolor
Lupinus benthamii,NEON,3/3/2022,2022,"Pacific Southwest (D17), San Joaquin Experimental Range NEON (SJER)",x,,37.60896,-119.440598,"Chong, Natalie (ORCID 0000-0002-4224-8173)",Natalie Chong (ORCID 0000-0002-4224-8173),NA
Abies concolor,UCB,7/24/1909,1909,"Tuolumne; Tuolumne River; N of Pleasant Valley, Piute Creek.",keep,,37.9854,-119.573,"Jepson, Willis L.",W. L. Jepson,Abies concolor
Claytonia parviflora,NEON,3/3/2022,2022,"Pacific Southwest (D17), San Joaquin Experimental Range NEON (SJER)",x,,37.62237,-119.442553,"Chong, Natalie (ORCID 0000-0002-4224-8173)",Natalie Chong (ORCID 0000-0002-4224-8173),Claytonia parviflora
Salix lemmonii,F,5/29/1931,1931,"Yosemite National Park, back of Glacier Point",keep,s.n.,37.730759,-119.573774,"Gardner, N. L.",N. L. Gardner,Salix lemmonii
Pellaea bridgesii,PH,,NA,"Nevada Falls, Yosemite",keep,s.n.,37.725204,-119.533772,"Fox, Mrs. L. R.",Mrs. L. R. Fox,Pellaea bridgesii
Calocedrus decurrens,ASC,8/17/1969,1969,"Rte. 41, 0.9 mi N of Yosemite National Park S entrance",keep,2055,37.861374,-119.556977,"Weber, Wallace A.","Weber; Cooke, Pinkava, Keil",Calocedrus decurrens
Myriopteris gracillima,PH,,NA,"Nevada Falls, Yosemite Valley",keep,s.n.,37.725204,-119.533772,"Fox, Mrs. L. R.",Mrs. L. R. Fox,Myriopteris gracillima
Carex vesicaria,F,8/10/1938,1938,White Wolf Meadow,keep,875,37.869367,-119.65017,"Bracelin, Mrs. H. P.",Mrs. H. P. Bracelin,Carex vesicaria
Carex subfusca,F,8/12/1938,1938,Harden Lake,keep,933,37.895533,-119.675629,"Bracelin, Mrs. H. P.",Mrs. H. P. Bracelin,Carex subfusca
Carex amplectens,F,8/12/1938,1938,Harden Lake,keep,932,37.895533,-119.675629,"Bracelin, Mrs. H. P.",Mrs. H. P. Bracelin,Carex fracta
Torreya californica,NY,1870,1870,Yosemite Valley,keep,s.n.,37.728807,-119.609516,"Hutchings, J. M.",Mr. Hutchings,Torreya californica
Erythranthe tilingii,KU,1889-07-17,1889,Base of Mount Dana,keep,,37.892371,-119.239531,"Chesnut, Victor K.; ; Drew, Elmer R.",Victor K Chesnut; Elmer R Drew,Erythranthe tilingii
Diplacus pulchellus,KU,1889-06-28,1889,Lake Eleanor,keep,,37.98618,-119.85831,"Chesnut, Victor K.; ; Drew, Elmer R.",Victor K Chesnut; Elmer R Drew,Diplacus pulchellus
Abies concolor,UCDAVIS,,NA,"Mariposa Grove, Yosemite National Park",keep,,37.5146,-119.5999,"Halperin, Morris",Morris Halperin,Abies concolor
Abies concolor,UCDAVIS,,NA,"Mariposa Grove, Yosemite National Park",keep,,37.5146,-119.5999,"Halperin, Morris",Morris Halperin,Abies concolor
Myriopteris myriophylla,CM,,NA,Yosemite Valley,keep,s.n.,37.716316,-119.665168,"Merrill, J. W.","Merrill, J.W.",NA
Lupinus formosus,UMO,6/24/1973,1973,"In yellow pine forest of yosemite national park, on roadbank along hwy 41, 1.2 Mi se of jct of hwy 41 with hwy 120.",keep,Conrad 7268,37.74722,-119.76666,"Conrad, Melvin L.",Melvin L. Conrad;David B. Dunn;Douglas G. LeDoux,Lupinus formosus
Ptilagrostiella kingii,USU,7/18/1981,1981,Yosemite National Park ; In flood plain of Tuolumne River on Tuolumne Meadows.,keep,3462,37.877222,-119.376667,"Barkworth, Mary E.",Mary E. Barkworth; N Gay; L. Greene,Ptilagrostiella kingii
Eriocoma nelsonii,USU,7/18/1981,1981,Yosemite National Park ; Flood plain of Tuolumne River on Tuolumne Meadows,keep,3463,37.875833,-119.361389,"Barkworth, Mary E.",Mary E. Barkworth; N Gay; L. Greene,NA
Torreya californica,ASU,4/22/1962,1962,"Yosemite Natl park, near Arch Rock; 37.68638 -119.73082; 37.68638 -119.73082",keep,6845,37.68638,-119.73082,"Rodin, Robert J.",R.J. Rodin,Torreya californica
Calocedrus decurrens,ASU,8/24/1960,1960,"Yosemite National Park, 2 mi S of Bridalveil Fall; 37.687594 -119.646833",keep,5543,37.687594,-119.646833,"Glassman, S. F.",S.F. Glassman,Calocedrus decurrens
Torreya californica,ASU,4/22/1962,1962,"Yosemite Natl park, near Arch Rock; 37.68638 -119.73082",keep,6844,37.68638,-119.73082,"Rodin, Robert J.",R.J. Rodin,Torreya californica
Carex bolanderi,AK,1866-01-01,1866,,keep,,37.749028,-119.595167,"Bolander, Henry Nicholas",H N Bolander,Carex bolanderi
Juncus triformis,AK,,NA,,keep,,37.738333,-119.607361,"Bolander, Henry Nicholas",H N Bolander,Juncus triformis
Juncus effusus,AK,,NA,,keep,,37.749028,-119.595167,"Bolander, Henry Nicholas",H N Bolander,Juncus effusus
Juncus orthophyllus,AK,,NA,,keep,,37.749028,-119.595167,"Bolander, Henry Nicholas",H N Bolander,Juncus orthophyllus
Juncus oxymeris,AK,,NA,,keep,,37.509833,-119.604694,"Bolander, Henry Nicholas",H N Bolander,Juncus oxymeris
Trichophorum clementis,AK,9/20/1941,1941,,keep,,37.869667,-119.327028,"Beetle, A. A.",A A Beetle,Oreobolopsis clementis
Juncus dubius,AK,1866-07-16,1866,,keep,,37.509833,-119.604694,"Bolander, Henry Nicholas",H N Bolander,Juncus dubius
Juncus ensifolius,AK,,NA,,keep,,37.749028,-119.595167,"Bolander, Henry Nicholas",H N Bolander,Juncus ensifolius
Juncus covillei,AK,1866-07-25,1866,,keep,,37.509833,-119.604694,"Bolander, Henry Nicholas",H N Bolander,Juncus covillei
Juncus chlorocephalus,AK,,NA,,keep,,37.749028,-119.595167,"Bolander, Henry Nicholas",H N Bolander,Juncus chlorocephalus
Allium obtusum,USCH,6/30/1989,1989,Bonnie Lake,x,3466,38.179155,-119.585982,"McNeal, Dale W.","McNeal, D.W.",Allium obtusum
Allium obtusum,USCH,6/30/1989,1989,Bonnie Lake,x,3466,38.179155,-119.585982,"McNeal, Dale W.","McNeal, D.W.",Allium obtusum
Smithiastrum prenanthoides,CM,9/12/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Smithiastrum prenanthoides
Erythranthe primuloides,CM,8/1/1931,1931,Yosemite National Park,keep,5802,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Erythranthe primuloides
Arceuthobium campylopodum,CM,1962-09,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Arceuthobium campylopodum
Lupinus latifolius,CM,8/1/1931,1931,Yosemite National Park,keep,5785,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Lupinus latifolius
Erythranthe moschata,CM,8/1/1931,1931,Yosemite National Park,keep,5814,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Erythranthe moschata
Aesculus californica,CM,1962-08,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.G.",Aesculus californica
Eriocoma nelsonii,USU,8/31/1982,1982,Yosemite National Park ; Tuolumne Meadow.  Five accessions obtained  including S. nelsonii and S. occidentalis,keep,4103,37.874444,-119.355278,"Barkworth, Mary E.",Mary E. Barkworth; LR Firestone,NA
Eriocoma occidentalis,USU,8/22/1982,1982,Yosemite National Park ; Tuolumne Meadow.  Five accessions obtained here  including S. nelsonii and S. occidentalis.,keep,4106,37.866667,-119.35,"Barkworth, Mary E.",Mary E. Barkworth; LR Firestone,NA
Eriocoma occidentalis,USU,8/22/1982,1982,Yosemite National Park ; Tuolumne Meadow.  Five accessions obtained here  including S. nelsonii and S. occidentalis.,keep,4106,37.866667,-119.35,"Barkworth, Mary E.",Mary E. Barkworth; LR Firestone,NA
Aconitum columbianum,CM,8/1/1931,1931,Yosemite National Park,keep,5778,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Aconitum columbianum
Viola occidentalis,CM,8/1/1931,1931,Yosemite National Park,keep,5803,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",NA
Calyptridium umbellatum,CM,8/1/1931,1931,Yosemite National Park,keep,5813,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Calyptridium umbellatum
Eriocoma occidentalis,USU,8/31/1982,1982,Yosemite National Park ; Tuolumne Meadow; five accessions collected here,keep,4106,37.875278,-119.360833,"Barkworth, Mary E.",Mary E. Barkworth; LR Firestone,NA
Eriocoma nelsonii,USU,,NA,Yosemite National Park ; Tuolumne Meadow; five accessions collected here  including S. nelsonii and S. occidentalis,keep,4106,37.874444,-119.355278,"Barkworth, Mary E.",Mary E. Barkworth; LR Firestone,NA
Crepis acuminata,CM,8/1/1931,1931,Yosemite National Park,keep,5788,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Crepis acuminata
Erigeron glacialis,CM,8/1/1931,1931,Yosemite National Park,keep,5766,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Erigeron glacialis
Symphyotrichum ascendens,CM,8/1/1931,1931,Yosemite National Park,keep,5770,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Symphyotrichum ascendens
Oreostemma alpigenum,CM,8/1/1931,1931,Yosemite National Park,keep,5802,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Oreostemma alpigenum
Drymocallis arguta,CM,9/12/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",NA
Lessingia nemaclada,CM,8/1/1931,1931,Yosemite National Park,keep,5771,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",NA
Corethrogyne filaginifolia,CM,9/11/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Corethrogyne filaginifolia
Chrysothamnus viscidiflorus,CM,1962-09,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",NA
Brickellia grandiflora,CM,8/1/1931,1931,Yosemite National Park,keep,5768,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Brickellia grandiflora
Helenium bigelovii,CM,8/1/1931,1931,Yosemite National Park,keep,5790,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Helenium bigelovii
Pinus monophylla,CM,1962-08,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.G.",Pinus monophylla
Eriocoma nelsonii,USU,8/31/1982,1982,Yosemite National Park ; Tuolumne Meadows.  Five accessions collected here  including S. nelsonii and S. occidentalis.,keep,4102,37.874444,-119.355278,"Barkworth, Mary E.",Mary E. Barkworth; LR Firestone,NA
Ptilagrostiella kingii,USU,9/1/1982,1982,Yosemite National Park; Tuolumne Meadows; south side of US 120.,keep,4108,37.874442,-119.363881,"Barkworth, Mary E.",Mary E. Barkworth; L. Firestone,Ptilagrostiella kingii
Pinus aristata,CM,1962-08,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.G.",NA
Pellaea bridgesii,PH,1878-07,1878,Yosemite Valley,keep,s.n.,37.740665,-119.595485,"Allen, Martha D.",Martha D. Allens,Pellaea bridgesii
Lessingia leptoclada,CM,8/1/1931,1931,Yosemite National Park,keep,5765,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Lessingia leptoclada
Athyrium filix-femina,CM,8/1/1931,1931,Yosemite National Park,keep,5797,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Athyrium filix-femina
Juncus orthophyllus,CM,1866-07-04,1866,Yosemite Valley,keep,44,37.716316,-119.665168,"Bolander, Henry Nicholas","Bolander, H.",Juncus orthophyllus
Juniperus occidentalis,CM,9/21/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Juniperus grandis
Pellaea atropurpurea,PH,1878,1878,Yosemite Valley,keep,s.n.,37.742837,-119.588618,"Allen, Martha D.",Martha D. Allen,NA
Aspidotis densa,PH,1878-07,1878,Yosemite Valley,keep,s.n.,37.740665,-119.595485,"Allen, Martha D.",Martha D. Allen,Aspidotis densa
